copies,size_bytes,ext,sha256,paths
3,36728,docx,ced16ded046d4f987b26a2770f1c692d9cb0f1f1475b6fdc90ccdc054d0461b5,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_INDEX__2.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_INDEX__2.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/ENGINE/ENGINE_INDEX__2.docx
3,36727,docx,cf467d6da8682e35c57ec5213ddb4e271487ba83254025f4638759e72f47de9c,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_engine_equivalence_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_engine_equivalence_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_engine_equivalence_records.docx
3,36721,docx,cd6a4ae1e9be7feb4706114899959dcd21fe772bed5ea1e64ffeb0687f0c7a1a,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_law_preservation_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_law_preservation_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_law_preservation_records.docx
3,36716,docx,dc48095f5634e5b6ad3028c785329b23c98b9bbbed52f60664a9efdf2300ed4c,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/SYSTEM_README.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/SYSTEM_README.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/SYSTEM_README.docx
3,36650,docx,99c26850bb5d4cd4945e85a6eb7746a04c1cadc05d94421d14e76d1486bbd509,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_CONTINUITY_LINK_MAP.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_CONTINUITY_LINK_MAP.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_CONTINUITY_LINK_MAP.docx
3,36650,docx,2b55c6b5605996ba2c332b4284464e716b49aa39c97c52423bd3eb241076cd1b,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_BLUEPRINT_VALIDATION.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_BLUEPRINT_VALIDATION.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_BLUEPRINT_VALIDATION.docx
3,36649,docx,144fe58f28048eaaff01f039ba69624fea571bb218c70576f2033f0340bbc7fd,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_VALIDATION_RULES.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_VALIDATION_RULES.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_VALIDATION_RULES.docx
3,36648,docx,5607d35a41633ed650684e5741510f1f94f55d00a2bdd4c649fc0dbfafdc0941,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_SYSTEM_OPERATION_FLOW.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_SYSTEM_OPERATION_FLOW.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/STORY_SYSTEM_OPERATION_FLOW.docx
3,36646,docx,b351c6837776ae8d43d90a606b2f93a62d2547a6e24e785b09bf2cf8dcabd0a4,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_UPDATE_POLICY.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_UPDATE_POLICY.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_UPDATE_POLICY.docx
3,36645,docx,4005634d35030334c78221100084c516703ccea28c373481f99191ec55f76398,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_BLUEPRINT_SCHEMA.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_BLUEPRINT_SCHEMA.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_BLUEPRINT_SCHEMA.docx
3,36645,docx,d411064c51873770f5d4b9689ff084266af57a737f65897beb49da8a2e9b68aa,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_BLUEPRINT_TEMPLATE.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_BLUEPRINT_TEMPLATE.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/CHAPTER_BLUEPRINT_TEMPLATE.docx
3,36641,docx,b6830e95b80f84b76fc173853b750f00fdafb516c2a9508dddd826f8f7016312,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/CH01_BLUEPRINT.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/CH01_BLUEPRINT.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/CH01_BLUEPRINT.docx
3,36641,docx,113c268cac923dee63a33f8ee6bacdaa46b3cfae1c88aef68f8a05cd7c76b45e,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/CH02_BLUEPRINT.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/CH02_BLUEPRINT.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/CH02_BLUEPRINT.docx
3,36641,docx,37a0de63beae4c211331dd8c555881db02c76a2faa6b64254705527584bd9cf7,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_SCHEMA.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_SCHEMA.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_SCHEMA.docx
3,36640,docx,fcf699e5dc4a3e7cec1272a6f230a7adb9d779ca9cab5b893b221e1df27cd3bb,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_ACTIVE.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_ACTIVE.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_ACTIVE.docx
3,36639,docx,9030721938bd5190775d4841308a187cf2aee7c3e55e2070fa8d4663d9b8493b,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/MANUSCRIPT_MASTER.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/MANUSCRIPT_MASTER.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/MANUSCRIPT_MASTER.docx
3,36639,docx,65bbb1f4f3b20f5dd709d2ee49a1f3f8555a3f49b5f1c70c03eedb1637a85b1d,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_MASTER.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_MASTER.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_MASTER.docx
3,19911,md,ac0b8a24a39075fcc58dd30e31c13f3c6a0016139b514ba734be779ae8fafb57,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/06_-_Scene_Pressure_Matrix.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/06_-_Scene_Pressure_Matrix.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/BIBLE_DATA/06_-_Scene_Pressure_Matrix.md
3,15882,md,c5d10ed6c4e2081cb4f93e94cc458ce7fd63d89df7247cec2f77a9adea0adb44,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/Hebrew_Name_Etymology_Bank.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/Hebrew_Name_Etymology_Bank.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/BIBLE_DATA/Hebrew_Name_Etymology_Bank.md
3,14048,md,be77eac929a5be9eb82c8f73a20fd1631ffc7a657078d5718861cc816b1c5187,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/Iron_Age_Material_Culture.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/Iron_Age_Material_Culture.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/BIBLE_DATA/Iron_Age_Material_Culture.md
3,13632,md,558f6ecaae233401bf8fbe690c6b59e707625f4f4ca5197bd7c92796ca211123,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/01_-_Prose_Style_Reference.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/01_-_Prose_Style_Reference.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/BIBLE_DATA/01_-_Prose_Style_Reference.md
3,10221,md,640b423b481a1e09ac18b6c1ededc3724cdbd49bd2654af3fb76462b0b7d4ff3,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/Kingship_Ideology.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/Kingship_Ideology.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/BIBLE_DATA/Kingship_Ideology.md
3,8457,md,5f4fa2c4a0def7a636cf84ea6e8389d89df50e55d85b3de40195b33401de3353,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/07_-_Dataview_Query_Library.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/07_-_Dataview_Query_Library.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/BIBLE_DATA/07_-_Dataview_Query_Library.md
3,7736,md,7a256329f4d7a701a5618de910ec61113ade13099cfe0880696920c9dca36ea5,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/08_-_Templater_Setup_and_Templates.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/08_-_Templater_Setup_and_Templates.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/BIBLE_DATA/08_-_Templater_Setup_and_Templates.md
3,7520,md,b7f80aad52f74db34a909ac4c1c1523fef7f3a5a2da9fb887aaf09eb3ed59746,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/God_as_Character_UPDATED.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/God_as_Character_UPDATED.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/BIBLE_DATA/God_as_Character_UPDATED.md
3,7431,md,dede98c15aefadc2109af9b6ef1fc44eb6a902a69477c13ec2542e3aa3c9313d,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/Index_-_Motifs_-_Volume_II.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/Index_-_Motifs_-_Volume_II.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/BIBLE_DATA/Index_-_Motifs_-_Volume_II.md
3,7077,md,8f62e8d43d4ec16e56c724d9aa9433279c8196d2c350e0c20bc68b89f5987b00,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/00_-_Master_Command_Center_UPDATED.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/00_-_Master_Command_Center_UPDATED.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/BIBLE_DATA/00_-_Master_Command_Center_UPDATED.md
3,5631,md,a378e786b70a166cd4bf048668b3e386759dea30563b6a74af750d3f0f05717a,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/09_-_Graph_View_Configuration.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/BIBLE_DATA/09_-_Graph_View_Configuration.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/BIBLE_DATA/09_-_Graph_View_Configuration.md
3,37,txt,6a1d633f89d7e5f2c18796affc42f441256209f6e25b735e1f785e8676c3cec9,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/NEXT_ACTION_TEMPLATE.txt | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/NEXT_ACTION_TEMPLATE.txt | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/NEXT_ACTION_TEMPLATE.txt
2,5295641,zip,215d777d929770cd15026b13478dc12a6128406173772fb0845cbcea4405abc0,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip
2,285546,zip,3ebc76b821d9fb952ac5ed977ece1619de03e7e941713be0d74229056b8455cd,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip
2,104416,pdf,0701d7c5f9ebc5bdc2efa7b616deeb37a14327eda377d98a47296cc8731cde3a,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/04_PRODUCTS/PROSPECTUS/SOVEREIGN_OS_PROSPECTUS_v1.0.pdf | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/04_PRODUCTS/PROSPECTUS/SOVEREIGN_OS_PROSPECTUS_v1.0.pdf
2,40928,zip,80c65817e141cf27e363778b149e5005348ca9b1e98d4d8868fd574db11bdc27,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/08_ARCHIVE/SOURCE_MATERIALS/SOVEREIGN_PROGRAM_REPOSITORY_v0.1.zip | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/08_ARCHIVE/SOURCE_MATERIALS/SOVEREIGN_PROGRAM_REPOSITORY_v0.1.zip
2,36637,docx,45b74290b78693eadb4a13188df5b271d7bb39c741b9cd2f4cf0e81161e8eb24,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/08_ARCHIVE/SOURCE_MATERIALS/SOVEREIGN_PROGRAM_REPOSITORY_v0.1.zip!SOVEREIGN_PROGRAM_REPOSITORY_v0.1/00_PMO/SOVEREIGN_BUILD_LOG.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/08_ARCHIVE/SOURCE_MATERIALS/SOVEREIGN_PROGRAM_REPOSITORY_v0.1.zip!SOVEREIGN_PROGRAM_REPOSITORY_v0.1/00_PMO/SOVEREIGN_BUILD_LOG.docx
2,20676,json,31aae58d2b9d6d666349d55ad8c7946ef5d1a8ac9b9502117385d1b4b6d897ed,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/ASSET_REGISTRY.json | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/ASSET_REGISTRY.json
2,20634,json,2a4ae89f862d22642c3dbdabde6c38f36a9f765200d1203b416821d8ec74c40a,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/Bootstrap_Package/01_REGISTRY/ASSET_REGISTRY.json | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/Bootstrap_Package/01_REGISTRY/ASSET_REGISTRY.json
2,18825,html,0e5b5b6d957a5049df1bdcd2738b761ff8eab7eac3e7f26458d90ab6eea740e7,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/07_LAB/HXIA_PROTOTYPES/PROTOTYPE_R0.2.html | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/07_LAB/HXIA_PROTOTYPES/PROTOTYPE_R0.2.html
2,17236,html,92272db407d1d3e570392ca73d7ded9422f04efa9b4158f9584108073dbde690,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/07_LAB/HXIA_PROTOTYPES/PROTOTYPE_R0.1.html | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/07_LAB/HXIA_PROTOTYPES/PROTOTYPE_R0.1.html
2,15579,md,adca3b582396b223a808c463ad8a95e65c94714772f8497737be480b285a91a3,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/04_PRODUCTS/HXIA/RSH-007_HXIA_IMPLEMENTATION_PLAN.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/04_PRODUCTS/HXIA/RSH-007_HXIA_IMPLEMENTATION_PLAN.md
2,13879,md,5f7194c6d81f1f272e2448456d240434b4d0a564db6e32061b20d68d3d06ddc0,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ARCH/ARCH-001_BLUEPRINT_PART_I.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ARCH/ARCH-001_BLUEPRINT_PART_I.md
2,13489,md,0d84bf352ba81eef9de4be40035c557a3a169c451d1f38aea53c51b89d3a7d50,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/SEM-001_ENGINEERING_MANUAL.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/SEM-001_ENGINEERING_MANUAL.md
2,13443,md,21600e4ac1e7f07eccb9ab5279ac254451d99361ed99c7915ea59c8333b6b1fb,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/MASTER_PLAN_RSH-006.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/MASTER_PLAN_RSH-006.md
2,12848,md,587c38b5e6fb8ceb39cd83f9a07b39189eb812f29a2be5ceb9d80628e873bc2d,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/GOV-003_GOVERNANCE_FRAMEWORK.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/GOV-003_GOVERNANCE_FRAMEWORK.md
2,11618,md,77933a158c02e8122ac1899696988d72023572454726e051c25ba12af211c11d,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/BC-0003/FINDINGS.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/BC-0003/FINDINGS.md
2,10690,md,5c9e0707a8db20602f1f8658d63b4d65cc9861f327276eb9349e06cfeebb96ef,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/09_QUALITY/QMS-011_SDS_MASTER_REPORT.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/09_QUALITY/QMS-011_SDS_MASTER_REPORT.md
2,10682,sha256,696e6e0396cba78313a0627ec6101747fda311b13ea09bb00468dbda34a3d8fc,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/CHECKSUMS.sha256 | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/CHECKSUMS.sha256
